"id","target","subassay","predictor","response","subpopulation","predicted"
"3","t46","E",254.4,4087,"sample",4199.69493473843
"3","b54","E",281.6,4392,"sample",4168.37100355607
"3","d4","F",258.9,5332,"sample",4194.51266671194
"3","k11","F",270.4,5679,"sample",4181.26909286645
"3","w49","F",403.83,6236,"sample",4027.60908780531
"3","d56","F",249.9,4316,"sample",4204.87720276493
"3","r18","G",257.15,5545,"sample",4196.52799316669
"3","w23","G",238.5,5054,"sample",4218.00561509871
"3","c29","G",296.5,5475,"sample",4151.21193831279
"3","s45","G",196.8,5547,"sample",4266.02796547756
"3","a53","G",277,5757,"sample",4173.66843309426
"3","l12","H",297.7,5445,"sample",4149.83000017239
"3","q17","H",175.95,4640,"sample",4290.03914066698
"3","u21","H",245.5,4449,"sample",4209.94430927972
"3","e31","H",213.1,4551,"sample",4247.25663907048
"3","l38","H",260.8,4827,"sample",4192.32459798964
"3","p16","I",203.4,6264,"sample",4258.42730570537
"3","b2","J",360.3,7590,"sample",4077.73889384827
"3","s19","K",205.8,5987,"sample",4255.66342942457
"3","d56","K",249.9,5548,"sample",4204.87720276493
"4","i9","A",153.8,2880,"sample",4315.5474155085
"4","i35","A",380.25,2991,"sample",4054.76417226414
"4","m39","A",212.15,2999,"sample",4248.35067343163
"4","q43","A",341.56,3714,"sample",4099.32016114082
"4","f6","B",262.8,4000,"sample",4190.02136775564
"4","y25","B",413.65,3238,"sample",4016.30022735639
"4","b28","B",245.4,3655,"sample",4210.05947079142
"4","f32","B",465.9,4453,"sample",3956.1283374932
"4","n40","B",330.25,4141,"sample",4112.34492811408
"4","b54","B",212.4,3653,"sample",4248.06276965238
"4","g7","C",196.7,1701,"sample",4266.14312698926
"4","o15","C",330.4,1830,"sample",4112.17218584653
"4","s19","C",205.95,1428,"sample",4255.49068715702
"4","w23","C",257.5,1527,"sample",4196.12492787574
"4","g7","D",292.3,2707,"sample",4156.04872180418
"4","n14","D",262.8,2845,"sample",4190.02136775564
"4","o15","E",412.5,4625,"sample",4017.62458474093
"4","q43","E",335.5,4894,"sample",4106.29894874984
"4","t46","E",254.4,4973,"sample",4199.69493473843
"4","b54","E",281.6,5202,"sample",4168.37100355607
"4","d4","F",258.9,6183,"sample",4194.51266671194
"4","k11","F",270.4,7035,"sample",4181.26909286645
"4","x24","F",208.7,6740,"sample",4252.32374558527
"4","g33","F",227.9,7454,"sample",4230.2127353389
"4","r44","F",422.1,6861,"sample",4006.56907961775
"4","y51","F",238,6892,"sample",4218.58142265721
"4","j10","G",483.9,4116,"sample",3935.39926538722
"4","r18","G",257.15,4658,"sample",4196.52799316669
"4","a53","G",277,4953,"sample",4173.66843309426
"4","u21","H",245.5,4583,"sample",4209.94430927972
"4","e31","H",213.1,4672,"sample",4247.25663907048
"4","h34","H",233.8,5222,"sample",4223.41820614861
"4","e57","H",352.4,5147,"sample",4086.83665327256
"4","d4","I",169.15,4379,"sample",4297.87012346257
"4","h8","I",335.3,5306,"sample",4106.52927177324
"4","l12","I",261.95,4652,"sample",4191.00024060509
"4","d30","I",289.2,5012,"sample",4159.61872866688
"4","x50","I",365.2,4659,"sample",4072.09597977497
"4","d56","I",373.8,4006,"sample",4062.19208976878
"4","b2","J",360.3,2810,"sample",4077.73889384827
"4","b28","J",238.6,3062,"sample",4217.89045358701
"4","t46","J",278.7,2483,"sample",4171.71068739536
"4","c3","K",177.6,5215,"sample",4288.13897572393
"4","s19","K",205.8,6173,"sample",4255.66342942457
"5","e5","A",251,1165,"sample",4203.61042613623
"5","i9","A",153.8,1257,"sample",4315.5474155085
"5","q17","A",189.6,1024,"sample",4274.31959431995
"5","e31","A",262.4,1075,"sample",4190.48201380244
"5","e57","A",352.4,1055,"sample",4086.83665327256
"5","f6","B",262.8,2173,"sample",4190.02136775564
"5","f32","B",465.9,2425,"sample",3956.1283374932
"5","b54","B",212.4,1660,"sample",4248.06276965238
"5","o15","C",330.4,2982,"sample",4112.17218584653
"5","w23","C",257.5,2464,"sample",4196.12492787574
"5","c29","C",237.9,2372,"sample",4218.69658416891
"5","k37","C",395.5,2898,"sample",4037.20204172991
"5","o41","C",247.8,2436,"sample",4207.29559451062
"5","s45","C",232.07,1996,"sample",4225.41050030101
"5","c55","C",319.2,2621,"sample",4125.07027515691
"5","e5","D",181.75,629,"sample",4283.35977298839
"5","f32","D",432.7,866,"sample",3994.36195937756
"5","i35","D",368.5,727,"sample",4068.29564988888
"5","s19","E",219.7,2535,"sample",4239.65597929829
"5","a27","E",292.65,2216,"sample",4155.64565651323
"5","v48","E",455.9,2008,"sample",3967.64448866319
"5","b54","E",281.6,2346,"sample",4168.37100355607
"5","d4","F",258.9,3212,"sample",4194.51266671194
"5","x24","F",208.7,3752,"sample",4252.32374558527
"5","d56","F",249.9,2901,"sample",4204.87720276493
"5","r18","G",257.15,2592,"sample",4196.52799316669
"5","c29","G",296.5,2244,"sample",4151.21193831279
"5","e57","G",381.6,2492,"sample",4053.20949185619
"5","l12","H",297.7,2836,"sample",4149.83000017239
"5","h8","I",335.3,2408,"sample",4106.52927177324
"5","p16","I",203.4,2506,"sample",4258.42730570537
"5","t20","I",153.1,1843,"sample",4316.3535460904
"5","x24","I",324.75,1811,"sample",4118.67881125757
"5","d56","I",373.8,1992,"sample",4062.19208976878
"5","t20","J",155.6,2647,"sample",4313.47450829791
"5","z26","J",229.6,3303,"sample",4228.25498964
"5","v48","J",265.8,3150,"sample",4186.56652240465
"5","c3","K",177.6,2672,"sample",4288.13897572393
"5","l38","K",242.5,3913,"sample",4213.39915463072
"5","a53","K",277.06,3124,"sample",4173.59933618724
"6","m13","A",279.1,2297,"sample",4171.25004134856
"6","u21","A",226.5,2682,"sample",4231.8249965027
"6","e31","A",262.4,2207,"sample",4190.48201380244
"6","y51","A",237.9,2456,"sample",4218.69658416891
"6","j36","B",496.2,2134,"sample",3921.23439944814
"6","b54","B",212.4,2167,"sample",4248.06276965238
"6","g7","C",196.7,2444,"sample",4266.14312698926
"6","w23","C",257.5,1885,"sample",4196.12492787574
"6","g33","C",221,1635,"sample",4238.15887964619
"6","k37","C",395.5,2101,"sample",4037.20204172991
"6","w49","C",410.8,2242,"sample",4019.58233043983
"6","i9","D",234.6,2201,"sample",4222.49691405501
"6","d30","D",304.3,3064,"sample",4142.2293404002
"6","u47","D",248,2029,"sample",4207.06527148722
"6","h34","E",228.7,1909,"sample",4229.2914432453
"6","k11","F",270.4,4030,"sample",4181.26909286645
"6","x24","F",208.7,4321,"sample",4252.32374558527
"6","r44","F",422.1,3989,"sample",4006.56907961775
"6","d56","F",249.9,3381,"sample",4204.87720276493
"6","j10","G",483.9,2735,"sample",3935.39926538722
"6","r18","G",257.15,3722,"sample",4196.52799316669
"6","w23","G",238.5,3469,"sample",4218.00561509871
"6","c29","G",296.5,3456,"sample",4151.21193831279
"6","k37","G",410.55,2364,"sample",4019.87023421908
"6","p42","G",333.5,3437,"sample",4108.60217898383
"6","s45","G",196.8,3662,"sample",4266.02796547756
"6","a53","G",277,3856,"sample",4173.66843309426
"6","e57","G",381.6,3282,"sample",4053.20949185619
"6","q17","H",175.95,2211,"sample",4290.03914066698
"6","u21","H",245.5,2388,"sample",4209.94430927972
"6","h34","H",233.8,2866,"sample",4223.41820614861
"6","y51","H",281.9,2779,"sample",4168.02551902097
"6","d4","I",169.15,2818,"sample",4297.87012346257
"6","h8","I",335.3,2686,"sample",4106.52927177324
"6","p42","I",312.25,2849,"sample",4133.07400022006
"6","t20","J",155.6,4287,"sample",4313.47450829791
"6","v48","J",265.8,4357,"sample",4186.56652240465
"6","a53","K",277.06,4351,"sample",4173.59933618724
"6","d56","K",249.9,3995,"sample",4204.87720276493
"7","e5","A",251,3529,"sample",4203.61042613623
"7","m13","A",279.1,3894,"sample",4171.25004134856
"7","q17","A",189.6,3389,"sample",4274.31959431995
"7","u21","A",226.5,4124,"sample",4231.8249965027
"7","e57","A",352.4,3757,"sample",4086.83665327256
"7","f6","B",262.8,5763,"sample",4190.02136775564
"7","r18","B",203.3,4895,"sample",4258.54246721707
"7","v22","B",163.8,5716,"sample",4304.03126433852
"7","b28","B",245.4,4897,"sample",4210.05947079142
"7","f32","B",465.9,6614,"sample",3956.1283374932
"7","n40","B",330.25,6088,"sample",4112.34492811408
"7","o15","C",330.4,3305,"sample",4112.17218584653
"7","w23","C",257.5,2775,"sample",4196.12492787574
"7","c29","C",237.9,2850,"sample",4218.69658416891
"7","k37","C",395.5,3432,"sample",4037.20204172991
"7","c55","C",319.2,3061,"sample",4125.07027515691
"7","e5","D",181.75,3360,"sample",4283.35977298839
"7","g7","D",292.3,4055,"sample",4156.04872180418
"7","z52","D",469.3,4795,"sample",3952.21284609541
"7","c55","D",355.8,4748,"sample",4082.92116187476
"7","m13","E",368.6,5357,"sample",4068.18048837718
"7","a27","E",292.65,6207,"sample",4155.64565651323
"7","h34","E",228.7,5442,"sample",4229.2914432453
"7","t46","E",254.4,6027,"sample",4199.69493473843
"7","b54","E",281.6,6170,"sample",4168.37100355607
"7","d4","F",258.9,5220,"sample",4194.51266671194
"7","f6","G",216.3,5379,"sample",4243.57147069608
"7","r18","G",257.15,5628,"sample",4196.52799316669
"7","k37","G",410.55,4157,"sample",4019.87023421908
"7","s45","G",196.8,5177,"sample",4266.02796547756
"7","e57","G",381.6,5567,"sample",4053.20949185619
"7","q17","H",175.95,6040,"sample",4290.03914066698
"7","h34","H",233.8,7517,"sample",4223.41820614861
"7","l38","H",260.8,7244,"sample",4192.32459798964
"7","y51","H",281.9,6929,"sample",4168.02551902097
"7","h8","I",335.3,5820,"sample",4106.52927177324
"7","j10","I",237.8,6935,"sample",4218.81174568061
"7","l12","I",261.95,5716,"sample",4191.00024060509
"7","a27","I",345,6621,"sample",4095.35860513835
"7","d56","I",373.8,4908,"sample",4062.19208976878
"7","b2","J",360.3,9863,"sample",4077.73889384827
"7","b28","J",238.6,8428,"sample",4217.89045358701
"7","c3","K",177.6,8567,"sample",4288.13897572393
"8","u21","A",226.5,3932,"sample",4231.8249965027
"8","q43","A",341.56,4467,"sample",4099.32016114082
"8","v22","B",163.8,3737,"sample",4304.03126433852
"8","b28","B",245.4,3876,"sample",4210.05947079142
"8","f32","B",465.9,4673,"sample",3956.1283374932
"8","o15","C",330.4,3479,"sample",4112.17218584653
"8","s19","C",205.95,3134,"sample",4255.49068715702
"8","w23","C",257.5,3234,"sample",4196.12492787574
"8","c29","C",237.9,3600,"sample",4218.69658416891
"8","o41","C",247.8,3160,"sample",4207.29559451062
"8","w49","C",410.8,3062,"sample",4019.58233043983
"8","g7","D",292.3,2240,"sample",4156.04872180418
"8","d30","D",304.3,3481,"sample",4142.2293404002
"8","f32","D",432.7,2946,"sample",3994.36195937756
"8","n40","D",384.7,2720,"sample",4049.6394849935
"8","u47","D",248,2300,"sample",4207.06527148722
"8","h8","E",212.01,3948,"sample",4248.51189954801
"8","m39","E",196.9,3991,"sample",4265.91280396586
"8","k11","F",270.4,4911,"sample",4181.26909286645
"8","v22","F",192.3,5935,"sample",4271.21023350405
"8","r44","F",422.1,5070,"sample",4006.56907961775
"8","d56","F",249.9,4430,"sample",4204.87720276493
"8","w23","G",238.5,3469,"sample",4218.00561509871
"8","y25","G",356.45,3036,"sample",4082.17261204871
"8","p42","G",333.5,3676,"sample",4108.60217898383
"8","a27","H",194.3,5652,"sample",4268.90700327005
"8","y51","H",281.9,6570,"sample",4168.02551902097
"8","a27","I",345,6422,"sample",4095.35860513835
"8","p42","I",312.25,5585,"sample",4133.07400022006
"8","t20","J",155.6,6478,"sample",4313.47450829791
"8","t46","J",278.7,8100,"sample",4171.71068739536
"8","v48","J",265.8,8168,"sample",4186.56652240465
"8","a1","K",210.5,7241,"sample",4250.25083837468
"8","c3","K",177.6,6856,"sample",4288.13897572393
"8","d56","K",249.9,7159,"sample",4204.87720276493
"9","i9","A",153.8,2736,"sample",4315.5474155085
"9","a27","A",399.5,3053,"sample",4032.59558126192
"9","q43","A",341.56,2782,"sample",4099.32016114082
"9","e57","A",352.4,2709,"sample",4086.83665327256
"9","j36","B",496.2,NA,"sample",3921.23439944814
"9","b54","B",212.4,1288,"sample",4248.06276965238
"9","g7","C",196.7,2663,"sample",4266.14312698926
"9","c29","C",237.9,2400,"sample",4218.69658416891
"9","s45","C",232.07,1854,"sample",4225.41050030101
"9","w49","C",410.8,2087,"sample",4019.58233043983
"9","c55","C",319.2,2246,"sample",4125.07027515691
"9","i9","D",234.6,2019,"sample",4222.49691405501
"9","i35","D",368.5,1817,"sample",4068.29564988888
"9","z52","D",469.3,1780,"sample",3952.21284609541
"9","d4","F",258.9,2864,"sample",4194.51266671194
"9","v22","F",192.3,3369,"sample",4271.21023350405
"9","x24","F",208.7,3296,"sample",4252.32374558527
"9","g33","F",227.9,3764,"sample",4230.2127353389
"9","j10","G",483.9,2366,"sample",3935.39926538722
"9","s45","G",196.8,3097,"sample",4266.02796547756
"9","x50","G",319.2,2707,"sample",4125.07027515691
"9","l38","H",260.8,3140,"sample",4192.32459798964
"9","e57","H",352.4,3039,"sample",4086.83665327256
"9","d4","I",169.15,4003,"sample",4297.87012346257
"9","h8","I",335.3,3319,"sample",4106.52927177324
"9","p16","I",203.4,3908,"sample",4258.42730570537
"9","d56","I",373.8,3114,"sample",4062.19208976878
"9","b2","J",360.3,6162,"sample",4077.73889384827
"9","b28","J",238.6,6381,"sample",4217.89045358701
"9","c3","K",177.6,4511,"sample",4288.13897572393
"9","l38","K",242.5,5916,"sample",4213.39915463072
"10","i9","A",153.8,2203,"sample",4315.5474155085
"10","i35","A",380.25,2354,"sample",4054.76417226414
"10","m39","A",212.15,2260,"sample",4248.35067343163
"10","q43","A",341.56,2792,"sample",4099.32016114082
"10","y51","A",237.9,2327,"sample",4218.69658416891
"10","e57","A",352.4,2322,"sample",4086.83665327256
"10","v22","B",163.8,2759,"sample",4304.03126433852
"10","b28","B",245.4,2323,"sample",4210.05947079142
"10","n40","B",330.25,2978,"sample",4112.34492811408
"10","b54","B",212.4,2502,"sample",4248.06276965238
"10","k11","C",186.2,1628,"sample",4278.23508571774
"10","c29","C",237.9,2115,"sample",4218.69658416891
"10","s45","C",232.07,1657,"sample",4225.41050030101
"10","w49","C",410.8,2237,"sample",4019.58233043983
"10","c3","D",191.1,1653,"sample",4272.59217164445
"10","n14","D",262.8,2202,"sample",4190.02136775564
"10","d30","D",304.3,2996,"sample",4142.2293404002
"10","n40","D",384.7,2450,"sample",4049.6394849935
"10","z52","D",469.3,2013,"sample",3952.21284609541
"10","m13","E",368.6,2360,"sample",4068.18048837718
"10","h34","E",228.7,2679,"sample",4229.2914432453
"10","j36","E",397.9,2942,"sample",4034.43816544912
"10","b54","E",281.6,2952,"sample",4168.37100355607
"10","d4","F",258.9,3314,"sample",4194.51266671194
"10","k11","F",270.4,3560,"sample",4181.26909286645
"10","x24","F",208.7,3543,"sample",4252.32374558527
"10","g33","F",227.9,4075,"sample",4230.2127353389
"10","d56","F",249.9,2626,"sample",4204.87720276493
"10","q17","H",175.95,3375,"sample",4290.03914066698
"10","u21","H",245.5,3101,"sample",4209.94430927972
"10","a27","H",194.3,3142,"sample",4268.90700327005
"10","h34","H",233.8,3845,"sample",4223.41820614861
"10","l38","H",260.8,3447,"sample",4192.32459798964
"10","e57","H",352.4,3410,"sample",4086.83665327256
"10","d4","I",169.15,3141,"sample",4297.87012346257
"10","p16","I",203.4,3739,"sample",4258.42730570537
"10","x24","I",324.75,2689,"sample",4118.67881125757
"10","b2","J",360.3,4472,"sample",4077.73889384827
"10","t20","J",155.6,3343,"sample",4313.47450829791
"10","b28","J",238.6,4377,"sample",4217.89045358701
"10","s19","K",205.8,3840,"sample",4255.66342942457
"10","z26","K",162.6,3327,"sample",4305.41320247892
"10","d56","K",249.9,3310,"sample",4204.87720276493
"11","q17","A",189.6,3907,"sample",4274.31959431995
"11","i35","A",380.25,4532,"sample",4054.76417226414
"11","q43","A",341.56,5395,"sample",4099.32016114082
"11","u47","A",216.9,4048,"sample",4242.88050162588
"11","y51","A",237.9,4453,"sample",4218.69658416891
"11","n14","B",191.75,4057,"sample",4271.8436218184
"11","v22","B",163.8,4268,"sample",4304.03126433852
"11","f32","B",465.9,6488,"sample",3956.1283374932
"11","n40","B",330.25,6225,"sample",4112.34492811408
"11","r44","B",397.55,5297,"sample",4034.84123074006
"11","b54","B",212.4,4362,"sample",4248.06276965238
"11","c29","C",237.9,3297,"sample",4218.69658416891
"11","o41","C",247.8,3158,"sample",4207.29559451062
"11","a53","C",421,3527,"sample",4007.83585624644
"11","c55","C",319.2,3721,"sample",4125.07027515691
"11","d30","D",304.3,4085,"sample",4142.2293404002
"11","h34","E",228.7,3905,"sample",4229.2914432453
"11","m39","E",196.9,3668,"sample",4265.91280396586
"11","d4","F",258.9,5215,"sample",4194.51266671194
"11","p16","F",285.6,6066,"sample",4163.76454308807
"11","x24","F",208.7,5890,"sample",4252.32374558527
"11","f6","G",216.3,4243,"sample",4243.57147069608
"11","r18","G",257.15,4213,"sample",4196.52799316669
"11","w23","G",238.5,3861,"sample",4218.00561509871
"11","k37","G",410.55,3921,"sample",4019.87023421908
"11","p42","G",333.5,4318,"sample",4108.60217898383
"11","s45","G",196.8,4086,"sample",4266.02796547756
"11","d4","I",169.15,7070,"sample",4297.87012346257
"11","h8","I",335.3,7224,"sample",4106.52927177324
"11","l12","I",261.95,7804,"sample",4191.00024060509
"11","d56","I",373.8,5643,"sample",4062.19208976878
"11","b2","J",360.3,10400,"sample",4077.73889384827
"11","z26","J",229.6,8172,"sample",4228.25498964
"11","a1","K",210.5,5054,"sample",4250.25083837468
"11","s19","K",205.8,5193,"sample",4255.66342942457
"11","a53","K",277.06,5140,"sample",4173.59933618724
"11","d56","K",249.9,4379,"sample",4204.87720276493
"12","i9","A",153.8,5550,"sample",4315.5474155085
"12","u21","A",226.5,6142,"sample",4231.8249965027
"12","e31","A",262.4,5473,"sample",4190.48201380244
"12","m39","A",212.15,5940,"sample",4248.35067343163
"12","y51","A",237.9,5842,"sample",4218.69658416891
"12","v22","B",163.8,5238,"sample",4304.03126433852
"12","y25","B",413.65,4258,"sample",4016.30022735639
"12","g7","C",196.7,4261,"sample",4266.14312698926
"12","w23","C",257.5,3489,"sample",4196.12492787574
"12","k37","C",395.5,4774,"sample",4037.20204172991
"12","o41","C",247.8,3703,"sample",4207.29559451062
"12","g7","D",292.3,3518,"sample",4156.04872180418
"12","i9","D",234.6,3506,"sample",4222.49691405501
"12","i35","D",368.5,4097,"sample",4068.29564988888
"12","m13","E",368.6,4565,"sample",4068.18048837718
"12","a27","E",292.65,5147,"sample",4155.64565651323
"12","j36","E",397.9,4887,"sample",4034.43816544912
"12","b54","E",281.6,4994,"sample",4168.37100355607
"12","g33","F",227.9,3205,"sample",4230.2127353389
"12","k37","G",410.55,6144,"sample",4019.87023421908
"12","p42","G",333.5,6672,"sample",4108.60217898383
"12","a53","G",277,6731,"sample",4173.66843309426
"12","d4","I",169.15,6196,"sample",4297.87012346257
"12","p16","I",203.4,7912,"sample",4258.42730570537
"12","t20","I",153.1,5722,"sample",4316.3535460904
"12","a27","I",345,7894,"sample",4095.35860513835
"12","p42","I",312.25,7117,"sample",4133.07400022006
"12","d56","I",373.8,5273,"sample",4062.19208976878
"12","b2","J",360.3,10121,"sample",4077.73889384827
"12","z26","J",229.6,7127,"sample",4228.25498964
"12","b28","J",238.6,8662,"sample",4217.89045358701
"12","e57","J",381.5,8568,"sample",4053.32465336789
"12","a1","K",210.5,9390,"sample",4250.25083837468
"12","s19","K",205.8,9053,"sample",4255.66342942457
"12","z26","K",162.6,8733,"sample",4305.41320247892
"12","a53","K",277.06,9355,"sample",4173.59933618724
"13","q17","A",189.6,743,"sample",4274.31959431995
"13","a27","A",399.5,694,"sample",4032.59558126192
"13","m39","A",212.15,874,"sample",4248.35067343163
"13","u47","A",216.9,837,"sample",4242.88050162588
"13","y51","A",237.9,968,"sample",4218.69658416891
"13","e57","A",352.4,527,"sample",4086.83665327256
"13","r44","B",397.55,934,"sample",4034.84123074006
"13","b54","B",212.4,743,"sample",4248.06276965238
"13","g7","C",196.7,844,"sample",4266.14312698926
"13","k11","C",186.2,528,"sample",4278.23508571774
"13","o15","C",330.4,880,"sample",4112.17218584653
"13","g33","C",221,641,"sample",4238.15887964619
"13","k37","C",395.5,932,"sample",4037.20204172991
"13","w49","C",410.8,811,"sample",4019.58233043983
"13","a53","C",421,805,"sample",4007.83585624644
"13","e5","D",181.75,447,"sample",4283.35977298839
"13","i35","D",368.5,554,"sample",4068.29564988888
"13","u47","D",248,518,"sample",4207.06527148722
"13","s19","E",219.7,681,"sample",4239.65597929829
"13","a27","E",292.65,672,"sample",4155.64565651323
"13","v48","E",455.9,625,"sample",3967.64448866319
"13","v22","F",192.3,1454,"sample",4271.21023350405
"13","x24","F",208.7,1494,"sample",4252.32374558527
"13","y51","F",238,1665,"sample",4218.58142265721
"13","y25","G",356.45,752,"sample",4082.17261204871
"13","k37","G",410.55,861,"sample",4019.87023421908
"13","p42","G",333.5,1041,"sample",4108.60217898383
"13","h34","H",233.8,819,"sample",4223.41820614861
"13","d4","I",169.15,969,"sample",4297.87012346257
"13","l12","I",261.95,957,"sample",4191.00024060509
"13","p42","I",312.25,1062,"sample",4133.07400022006
"13","t20","J",155.6,1469,"sample",4313.47450829791
"13","c3","K",177.6,1134,"sample",4288.13897572393
"13","a53","K",277.06,1291,"sample",4173.59933618724
"13","d56","K",249.9,1194,"sample",4204.87720276493
"14","i9","A",153.8,1973,"sample",4315.5474155085
"14","i35","A",380.25,1876,"sample",4054.76417226414
"14","u47","A",216.9,1792,"sample",4242.88050162588
"14","y51","A",237.9,2016,"sample",4218.69658416891
"14","b28","B",245.4,2206,"sample",4210.05947079142
"14","f32","B",465.9,2714,"sample",3956.1283374932
"14","n40","B",330.25,2536,"sample",4112.34492811408
"14","b54","B",212.4,2019,"sample",4248.06276965238
"14","g7","C",196.7,2040,"sample",4266.14312698926
"14","o15","C",330.4,1923,"sample",4112.17218584653
"14","s19","C",205.95,1546,"sample",4255.49068715702
"14","g33","C",221,1423,"sample",4238.15887964619
"14","k37","C",395.5,2009,"sample",4037.20204172991
"14","o41","C",247.8,1679,"sample",4207.29559451062
"14","s45","C",232.07,1435,"sample",4225.41050030101
"14","w49","C",410.8,1767,"sample",4019.58233043983
"14","c55","C",319.2,1783,"sample",4125.07027515691
"14","e5","D",181.75,1251,"sample",4283.35977298839
"14","i9","D",234.6,1518,"sample",4222.49691405501
"14","d30","D",304.3,1822,"sample",4142.2293404002
"14","n40","D",384.7,1504,"sample",4049.6394849935
"14","h8","E",212.01,1677,"sample",4248.51189954801
